Command: /home/jay/Desktop/graduation_project/i2c/./simv -l sim.log
Chronologic VCS simulator copyright 1991-2018
Contains Synopsys proprietary information.
Compiler version O-2018.09-SP2_Full64; Runtime version O-2018.09-SP2_Full64;  Jan 23 11:39 2026
*Verdi* Loading libsscore_vcs201809.so
FSDB Dumper for VCS, Release Verdi_O-2018.09-SP2, Linux x86_64/64bit, 02/21/2019
(C) 1996 - 2019 by Synopsys, Inc.
*Verdi* FSDB WARNING: The FSDB file already exists. Overwriting the FSDB file may crash the programs that are using this file.
*Verdi* : Create FSDB file '/home/jay/Desktop/graduation_project/i2c/i2c_eeprom_test.fsdb'
*Verdi* : Begin traversing the scopes, layer (0).
*Verdi* : Enable +all dumping.
*Verdi* : End of traversing.
Time=0 | CMD_VALID=0 | CMD_RW=0 | BUSY=0 | DONE=0 | ADDR=0x000 | WR_DATA=0x00 | RD_DATA=0x00 | SDA=1 | SCL=1
Time=133215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=134215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=134315000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=0 | SCL=0
Time=135215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=0 | SCL=1
Time=136215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=0 | SCL=0
Time=136315000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=137215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=1
Time=138215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=1 | SCL=0
Time=138315000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0x00 | SDA=0 | SCL=0
Time=139215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=140215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=x | SCL=0
Time=140315000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=141215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=142215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=142315000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=143215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=144215000 | CMD_VALID=0 | CMD_RW=1 | BUSY=0 | DONE=1 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Read completed at time 144225000, data = 0xaa
SUCCESS: Read data matches written data
Time=144225000 | CMD_VALID=0 | CMD_RW=1 | BUSY=0 | DONE=0 | ADDR=0x000 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1

--- Test 3: Write 4 bytes (0x11, 0x22, 0x33, 0x44) to address 0x010 ---
Time=145225000 | CMD_VALID=1 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=145235000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=146225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=147225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=148225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=149225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=150225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=151225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=152225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=153225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=154225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=155225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=156225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=157225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=158225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=159225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=160225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=161225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=162225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=163225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=164225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=165225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=167225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=168225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=169225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=170225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=171225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=172225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=173225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=174225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=175225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=176225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=177225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=178225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=179225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=180225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=181225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=182225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=183225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=184225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=188225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=189225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=190225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=191225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=192225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=193225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=194225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=195225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=196225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=197225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=198225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=199225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=200225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=201225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=202225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=203225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=204225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=205225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=208225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=209225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=210225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=211225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=212225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=213225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=214225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=215225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=216225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=217225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=218225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=219225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=220225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=221225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=222225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=223225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=224225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=225225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=226225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=230225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=231225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=232225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=233225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=234225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=235225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=236225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=237225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=238225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=239225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=240225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=241225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=242225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=243225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=244225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=245225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=246225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=247225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=250225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=251225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=252225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=253225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=254225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=255225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=256225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=257225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=258225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=259225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=260225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=261225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=262225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=263225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=264225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=265225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=266225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=267225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=268225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=269225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=270225000 | CMD_VALID=0 | CMD_RW=0 | BUSY=0 | DONE=1 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Multi-byte write completed at time 270235000
Time=270235000 | CMD_VALID=0 | CMD_RW=0 | BUSY=0 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1

--- Test 4: Read 4 bytes from address 0x010 ---
Time=271235000 | CMD_VALID=1 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=271245000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=272235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=273235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=274235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=275235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=276235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=277235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=0
Time=278235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=1 | SCL=1
Time=279235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
Time=280235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=1
Time=281235000 | CMD_VALID=0 | CMD_RW=1 | BUSY=1 | DONE=0 | ADDR=0x010 | WR_DATA=0xaa | RD_DATA=0xaa | SDA=0 | SCL=0
